PIN_NUM,CALC_AREA,REID,DEED_ACRES,BLDG_VAL,LAND_VAL,TOTAL_VALUE_ASSD,HEATEDAREA,SITE_ADDRESS,CITY_DECODE,TOWNSHIP_DECODE,YEAR_BUILT,TYPE_USE_DECODE,LAND_CLASS_DECODE,ZIPNUM
0750161585,0.17862765,348701,0.18,374769,130000,504769,2487,104 ALPHARETTA TRL,APEX,WHITE OAK,2008,SINGLFAM,Residential Less Than 10 Acres,27539
0656726727,0.20207549,348771,0.2,272657,85000,357657,1896,341 TIMBER MEADOW LAKE DR,FUQUAY-VARINA,Middle Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27526
1755926978,0.24494294,348895,0.24,283324,85000,368324,1900,314 STAR RUBY DR,KNIGHTDALE,St. Matthew's,2007,SINGLFAM,Residential Less Than 10 Acres,27545
0746652292,0.29806136,349082,0.3,448450,190000,638450,2726,1100 EVERETTE FIELDS RD,MORRISVILLE,Cedar Fork,2010,SINGLFAM,Residential Less Than 10 Acres,27560
0743037325,0.18733579,349284,0.19,469747,200000,669747,2864,1034 HOLTRIDGE DR,APEX,White Oak,2008,SINGLFAM,Residential Less Than 10 Acres,27523
0743022718,0.17159453,349296,0.17,450330,200000,650330,3620,1241 HILL HOLLOW WAY,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27523
0669750799,0.3145533,349337,0.31,597180,120000,717180,3215,229 GRANTWOOD DR,HOLLY SPRINGS,Middle Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27540
1729737974,0.22739391,349368,0.23,497565,115000,612565,3016,2736 ROYAL FORREST DR,RALEIGH,Neuse,2008,SINGLFAM,Residential Less Than 10 Acres,27614
1735066316,0.16420406,349672,0.16,320534,85000,405534,2598,3730 CHARLESTON PARK DR,RALEIGH,St. Matthew's,2010,SINGLFAM,Residential Less Than 10 Acres,27604
0782768451,0.09917451,349749,0.1,353586,140000,493586,1916,3811 YATES MILL TRL,RALEIGH,Swift Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27606
0782768579,0.09173532,349775,0.09,360887,140000,500887,1892,3808 YATES MILL TRL,RALEIGH,Swift Creek,2011,SINGLFAM,Residential Less Than 10 Acres,27606
1605186711,0.67524882,349841,0.67,235555,60000,295555,1788,7421 TROUBLE RD,,Panther Branch,2009,SINGLFAM,Residential Less Than 10 Acres,27592
0760571999,0.3448259,349956,0.34,598698,180000,778698,3251,107 VINTAGE HILL CIR,CARY,Swift Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27539
0741260399,0.02005711,349993,0.02,197233,100000,297233,1096,222 HARBOR HAVEN DR,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0666331089,0.19112483,350005,0.19,381615,100000,481615,2556,733 BLUFFCREEK DR,FUQUAY-VARINA,Middle Creek,2014,SINGLFAM,Residential Less Than 10 Acres,27526
1754107868,0.17799311,350115,0.17,322435,85000,407435,2820,520 CROSSTIE ST,KNIGHTDALE,ST. MATTHEW'S,2009,SINGLFAM,Residential Less Than 10 Acres,27545
1743786797,0.18055364,350154,0.18,279989,70000,349989,1969,4208 TWIN SPIRES DR,KNIGHTDALE,St. Matthew's,2006,SINGLFAM,Residential Less Than 10 Acres,27545
0725651253,0.04249421,350296,0.04,304700,100000,404700,1860,132 LONGCHAMP LN,CARY,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0725650299,0.05690343,350300,0.06,321085,100000,421085,1977,140 LONGCHAMP LN,CARY,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0679272262,0.07355958,350332,0.07,332559,90000,422559,2355,206 MEADOW BEAUTY DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679272269,0.08711315,350334,0.09,332559,90000,422559,2355,202 MEADOW BEAUTY DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679271453,0.08875799,350335,0.09,400124,126000,526124,2355,132 STAR FLOWER CT,CARY,SWIFT CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679277157,0.08133778,350344,0.08,332559,90000,422559,2355,5013 HOMEPLACE DR,CARY,SWIFT CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679267918,0.09501723,350348,0.1,332559,90000,422559,2355,5029 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679267921,0.08133874,350350,0.08,332559,90000,422559,2355,5033 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679263852,0.07355987,350354,0.07,332559,90000,422559,2355,229 MEADOW BEAUTY DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679273190,0.0735514,350361,0.07,332559,90000,422559,2355,213 MEADOW BEAUTY DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679274226,0.07356204,350364,0.07,332559,90000,422559,2355,115 STAR FLOWER CT,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679274295,0.08592988,350366,0.09,332559,90000,422559,2355,111 STAR FLOWER CT,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679275283,0.07626561,350368,0.08,332559,90000,422559,2355,105 STAR FLOWER CT,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679275077,0.08133972,350372,0.08,332559,90000,422559,2355,5022 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679275060,0.10551689,350374,0.11,332559,90000,422559,2355,5026 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679265882,0.08133856,350378,0.08,332559,90000,422559,2355,5036 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679261665,0.07366171,350397,0.07,332559,126000,458559,2355,240 MEADOW BEAUTY DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0679267498,0.08145867,350408,0.08,332559,90000,422559,2355,5059 HOMEPLACE DR,CARY,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27539
0745665941,0.13129952,350467,0.13,519820,180000,699820,3446,621 PIPER STREAM CIR,CARY,Cedar Fork,2008,SINGLFAM,Residential Less Than 10 Acres,27519
0666337206,0.32038375,350506,0.32,419272,100000,519272,2908,870 BLUFFCREEK DR,FUQUAY-VARINA,Middle Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27526
0746284064,0.09890517,350664,0.1,414283,150000,564283,2498,1032 GOLD ROCK LN,MORRISVILLE,Cedar Fork,2007,SINGLFAM,Residential Less Than 10 Acres,27560
0746271984,0.12499025,350672,0.12,406232,150000,556232,2456,1000 GOLD ROCK LN,MORRISVILLE,Cedar Fork,2006,SINGLFAM,Residential Less Than 10 Acres,27560
1741543523,0.86491756,350723,0.84,556444,150000,706444,2719,3429 GRIFFICE MILL RD,,St. Mary's,2013,SINGLFAM,Residential Less Than 10 Acres,27610
1747206819,0.13901269,350823,0.14,355994,100000,455994,2726,4131 MASSEY PRESERVE TRL,RALEIGH,Wake Forest,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1747202716,0.14697818,350831,0.15,299119,100000,399119,2246,3502 MASSEY POND TRL,RALEIGH,Wake Forest,2012,SINGLFAM,Residential Less Than 10 Acres,27616
1747301755,0.15302108,350913,0.16,435836,100000,535836,4023,4210 MASSEY PRESERVE TRL,RALEIGH,Wake Forest,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1749985219,0.05610011,351015,0.06,262430,70000,332430,1686,1118 WILLOWGRASS LN,WAKE FOREST,Wake Forest,2006,SINGLFAM,Residential Less Than 10 Acres,27587
1749984250,0.05610192,351019,0.06,262430,70000,332430,1686,1110 WILLOWGRASS LN,WAKE FOREST,Wake Forest,2006,SINGLFAM,Residential Less Than 10 Acres,27587
1749984114,0.04710121,351021,0.05,262430,70000,332430,1686,1106 WILLOWGRASS LN,WAKE FOREST,Wake Forest,2006,SINGLFAM,Residential Less Than 10 Acres,27587
1850751321,0.20283852,351047,0.2,431125,80000,511125,3095,324 AUSTIN VIEW BLVD,WAKE FOREST,Wake Forest,2014,SINGLFAM,Residential Less Than 10 Acres,27587
1850754586,0.18808752,351057,0.19,399043,80000,479043,2876,305 AUSTIN VIEW BLVD,WAKE FOREST,Wake Forest,2012,SINGLFAM,Residential Less Than 10 Acres,27587
1850756794,0.20324062,351061,0.2,447356,80000,527356,3070,233 AUSTIN VIEW BLVD,WAKE FOREST,Wake Forest,2014,SINGLFAM,Residential Less Than 10 Acres,27587
1850754387,0.14072861,351086,0.14,383314,80000,463314,2524,328 PLOTT HOUND LN,WAKE FOREST,Wake Forest,2013,SINGLFAM,Residential Less Than 10 Acres,27587
1850755283,0.13876415,351091,0.14,403301,80000,483301,2907,333 PLOTT HOUND LN,WAKE FOREST,Wake Forest,2014,SINGLFAM,Residential Less Than 10 Acres,27587
1842426433,0.35546891,351129,0.35,370125,100000,470125,3602,1204 BIRKSTONE CT,WAKE FOREST,Wake Forest,2007,SINGLFAM,Residential Less Than 10 Acres,27587
0745483205,0.03315581,351689,0.03,305926,90000,395926,1896,3153 RAPID FALLS RD,CARY,Cedar Fork,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0745482274,0.04284984,351691,0.04,305926,90000,395926,1896,3157 RAPID FALLS RD,CARY,Cedar Fork,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0745482481,0.04278245,351876,0.04,283649,90000,373649,1700,3148 RAPID FALLS RD,CARY,CEDAR FORK,2007,SINGLFAM,Residential Less Than 10 Acres,27519
1752951367,0.27561712,351911,0.28,378537,60000,438537,2526,1436 STONE WEALTH DR,,Mark's Creek,2015,SINGLFAM,Residential Less Than 10 Acres,27545
1762062814,0.35754902,351925,0.36,361997,60000,421997,3186,1416 WATER ROCK WAY,,Mark's Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27545
0668119575,0.49604478,351977,0.5,615306,140000,755306,3878,2217 BELVINWOOD DR,FUQUAY-VARINA,Holly Springs,2007,SINGLFAM,Residential Less Than 10 Acres,27526
0742712267,0.03030232,352008,0.03,326887,100000,426887,2274,620 SAWCUT LN,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0742711297,0.03030255,352011,0.03,326887,100000,426887,2274,614 SAWCUT LN,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
1723607998,0.12377242,352052,0.12,188405,70000,258405,1132,1539 DOWLING RD,RALEIGH,St. Matthew's,2008,SINGLFAM,Residential Less Than 10 Acres,27610
1723710257,0.13091423,352058,0.13,217414,70000,287414,1294,3920 CAROLINA CHERRY DR,RALEIGH,St. Matthew's,2008,SINGLFAM,Residential Less Than 10 Acres,27610
1723711095,0.11636739,352064,0.12,279889,70000,349889,1670,1518 GOLDEN BELL DR,RALEIGH,St. Matthew's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
1723711090,0.11580277,352065,0.12,201755,70000,271755,1089,1522 GOLDEN BELL DR,RALEIGH,St. Matthew's,2019,SINGLFAM,Residential Less Than 10 Acres,27610
1723703935,0.11411918,352071,0.11,201755,70000,271755,1089,1523 GOLDEN BELL DR,RALEIGH,St. Matthew's,2019,SINGLFAM,Residential Less Than 10 Acres,27610
1752957735,0.27548448,352156,0.28,374869,60000,434869,2686,5444 EMERALD SPRING DR,,Mark's Creek,2015,SINGLFAM,Residential Less Than 10 Acres,27545
1762050743,0.2754762,352219,0.28,412099,60000,472099,3230,5429 EMERALD SPRING DR,,Mark's Creek,2015,SINGLFAM,Residential Less Than 10 Acres,27545
0741261063,0.02019822,352258,0.02,197233,100000,297233,1096,304 PORT HAVEN DR,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0741262157,0.04549506,352265,0.05,247558,100000,347558,1539,118 SHELTER HAVEN DR,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0742619340,0.03031092,352292,0.03,326887,100000,426887,2274,518 SAWCUT LN,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0742618142,0.03105331,352302,0.03,326887,100000,426887,2274,405 OLD MILL VILLAGE DR,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0742618123,0.03105394,352303,0.04,326887,100000,426887,2274,407 OLD MILL VILLAGE DR,APEX,White Oak,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0667709038,0.1606038,352573,0.16,207270,90000,297270,940,1523 OLD SEXTON PL,FUQUAY-VARINA,MIDDLE CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27526
0725766137,0.15628807,352790,0.16,673719,200000,873719,3790,127 MOUNTAIN MAPLE DR,CARY,White Oak,2012,SINGLFAM,Residential Less Than 10 Acres,27519
0745752888,0.07404566,352990,0.07,305566,95000,400566,2008,411 PLANK BRIDGE WAY,CARY,Cedar Fork,2006,SINGLFAM,Residential Less Than 10 Acres,27560
1769143532,0.58582919,353397,0.58,436943,90000,526943,2550,113 WEATHERS ST,ROLESVILLE,WAKE FOREST,2011,SINGLFAM,Residential Less Than 10 Acres,27571
1735052823,0.12626274,353480,0.13,320534,85000,405534,2598,4622 WEDGEWOOD DR,RALEIGH,St. Matthew's,2009,SINGLFAM,Residential Less Than 10 Acres,27604
0732943755,0.03978709,353549,0.04,322034,90000,412034,2456,1205 HAYWARDS HEATH LN,APEX,White Oak,2008,SINGLFAM,Residential Less Than 10 Acres,27502
0697199824,0.45612692,353617,0.46,277770,90000,367770,2066,1409 PLEASANT QUAIL CT,,Middle Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27603
0725776770,0.1302523,353732,0.13,677245,200000,877245,3867,5032 MYRTLE OAK DR,CARY,White Oak,2013,SINGLFAM,Residential Less Than 10 Acres,27519
0777685861,0.04306174,353806,0.04,242997,110000,352997,1589,8318 PILOTS VIEW DR,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777683851,0.05780216,353856,0.06,242997,110000,352997,1589,8322 SALTWOOD PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777683951,0.06325311,353860,0.06,242997,110000,352997,1589,8330 SALTWOOD PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777693141,0.0579842,353868,0.06,242997,110000,352997,1589,8414 SALTWOOD PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777694223,0.04040455,353876,0.04,242997,110000,352997,1589,8618 REDCREST PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777693203,0.04040364,353881,0.04,242997,110000,352997,1589,8628 REDCREST PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777692002,0.0480714,353894,0.05,242997,110000,352997,1589,8704 OWL ROOST PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777599041,0.04417383,353904,0.04,242997,110000,352997,1589,8724 OWL ROOST PL,RALEIGH,Leesville,2007,SINGLFAM,Residential Less Than 10 Acres,27617
0777682648,0.07774951,353932,0.08,265106,110000,375106,1686,8703 WILD MAGNOLIA DR,RALEIGH,Leesville,2008,SINGLFAM,Residential Less Than 10 Acres,27617
0666412891,0.18764086,354063,0.19,379800,95000,474800,2387,1206 CRYSTALWATER DR,FUQUAY-VARINA,MIDDLE CREEK,2012,SINGLFAM,Residential Less Than 10 Acres,27526
1702136067,0.16526812,354076,0.17,459805,120000,579805,2828,1337 PALACE GARDEN WAY,RALEIGH,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27603
1702135454,0.16552334,354125,0.17,582410,120000,702410,3171,1321 REVOLUTION CIR,RALEIGH,SWIFT CREEK,2015,SINGLFAM,Residential Less Than 10 Acres,27603
1702134773,0.16552368,354143,0.17,552029,120000,672029,3112,1308 REVOLUTION CIR,RALEIGH,SWIFT CREEK,2016,SINGLFAM,Residential Less Than 10 Acres,27603
1702220553,0.11863998,354177,0.12,382659,120000,502659,2165,1360 ILEAGNES RD,RALEIGH,Swift Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27603
1702128431,0.04265088,354207,0.04,298290,90000,388290,2046,3614 OLYMPIA DR,RALEIGH,SWIFT CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27603
1752346892,0.68866527,354328,0.69,421846,80000,501846,2801,1013 STONE EAGLE LN,,St. Matthew's,2013,SINGLFAM,Residential Less Than 10 Acres,27610
1725955814,0.15021871,354464,0.16,281381,85000,366381,2220,4413 WEDGEWOOD DR,RALEIGH,St. Matthew's,2010,SINGLFAM,Residential Less Than 10 Acres,27604
1732011525,0.17371839,354824,0.17,264062,75000,339062,1886,5343 CARNELIAN DR,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
1732013448,0.26849481,354829,0.27,264062,75000,339062,1886,5310 INTERLOCK DR,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
0666114795,0.30940713,354873,0.31,306158,90000,396158,1571,1052 S WILLHAVEN DR,FUQUAY-VARINA,MIDDLE CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27526
0667158742,0.23969183,354969,0.24,424975,95000,519975,2331,602 SIPPIHAW OAKS DR,FUQUAY-VARINA,MIDDLE CREEK,2012,SINGLFAM,Residential Less Than 10 Acres,27526
0745164977,0.03568144,355102,0.04,230552,110000,340552,1622,706 MARDONIE REACH LN,CARY,CEDAR FORK,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0745163928,0.03612588,355108,0.04,230552,110000,340552,1622,720 MARDONIE REACH LN,CARY,CEDAR FORK,2007,SINGLFAM,Residential Less Than 10 Acres,27519
1732012054,0.16611679,355124,0.17,264062,75000,339062,1886,5410 COWAN LN,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
1732010247,0.16491046,355130,0.16,264062,75000,339062,1886,5339 COWAN LN,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
1722919492,0.2171205,355135,0.22,260889,75000,335889,1754,5340 CARNELIAN DR,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
1722918471,0.20619906,355137,0.21,264062,75000,339062,1886,5324 CHIPSTONE DR,RALEIGH,St. Mary's,2007,SINGLFAM,Residential Less Than 10 Acres,27610
0764611029,0.09980761,355197,0.1,175174,120000,295174,1022,121 CALLAN PARK LN,CARY,CARY,2006,SINGLFAM,Residential Less Than 10 Acres,27511
1748420351,0.2088765,355229,0.21,389342,90000,479342,2842,2736 CASHLIN DR,RALEIGH,WAKE FOREST,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1748420444,0.16617992,355231,0.17,422521,90000,512521,2960,2728 CASHLIN DR,RALEIGH,WAKE FOREST,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1748423551,0.18902074,355281,0.19,356855,90000,446855,2591,8523 LASILLA WAY,RALEIGH,WAKE FOREST,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1748513476,0.02549218,355399,0.03,173203,80000,253203,1264,8559 QUARTON DR,RALEIGH,WAKE FOREST,2010,SINGLFAM,Residential Less Than 10 Acres,27616
1748415790,0.07521356,355458,0.08,296359,90000,386359,2194,2800 CASONA WAY,RALEIGH,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27616
1748417523,0.0435542,355465,0.04,248557,90000,338557,1772,2816 CASONA WAY,RALEIGH,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27616
1748417734,0.03896827,355514,0.04,242132,90000,332132,1895,2805 CASONA WAY,RALEIGH,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27616
1850569496,0.24994721,355592,0.25,331216,100000,431216,2386,213 COTTESBROOK DR,WAKE FOREST,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27587
1850569607,0.27699363,355596,0.28,317286,100000,417286,2200,200 COTTESBROOK DR,WAKE FOREST,Wake Forest,2009,SINGLFAM,Residential Less Than 10 Acres,27587
1717947096,0.03183966,355624,0.03,241989,70000,311989,1558,7035 RACINE WAY,RALEIGH,Neuse,2007,SINGLFAM,Residential Less Than 10 Acres,27615
1717948026,0.03183938,355625,0.03,243662,70000,313662,1602,7033 RACINE WAY,RALEIGH,Neuse,2007,SINGLFAM,Residential Less Than 10 Acres,27615
1717949185,0.03181833,355659,0.03,241989,70000,311989,1558,7024 RACINE WAY,RALEIGH,Neuse,2007,SINGLFAM,Residential Less Than 10 Acres,27615
1727030957,0.03421,355667,0.04,241989,70000,311989,1558,7002 RACINE WAY,RALEIGH,Neuse,2007,SINGLFAM,Residential Less Than 10 Acres,27615
1738223373,0.03909549,355679,0.04,227484,65000,292484,1360,8821 THORNTON TOWN PL,RALEIGH,NEUSE,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1738225139,0.04245564,355734,0.04,227484,65000,292484,1360,8836 THORNTON TOWN PL,RALEIGH,NEUSE,2008,SINGLFAM,Residential Less Than 10 Acres,27616
1737922242,0.04644047,355834,0.05,265356,80000,345356,1650,3705 LANDSHIRE VIEW LN,RALEIGH,Wake Forest,2015,SINGLFAM,Residential Less Than 10 Acres,27616
1737922260,0.04586667,355835,0.05,265356,80000,345356,1650,3703 LANDSHIRE VIEW LN,RALEIGH,Wake Forest,2015,SINGLFAM,Residential Less Than 10 Acres,27616
1737923087,0.05879105,355841,0.06,265356,80000,345356,1650,3627 LANDSHIRE VIEW LN,RALEIGH,Wake Forest,2014,SINGLFAM,Residential Less Than 10 Acres,27616
1737924025,0.04652287,355843,0.05,265356,80000,345356,1650,3623 LANDSHIRE VIEW LN,RALEIGH,Wake Forest,2014,SINGLFAM,Residential Less Than 10 Acres,27616
1759707421,0.04557957,355869,0.05,272072,50000,322072,1847,104 LEIGHANN RIDGE LN,ROLESVILLE,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27571
1795561788,0.15668481,355957,0.16,315417,60000,375417,1788,2322 KING MALCOLM LN,ZEBULON,Little River,2013,SINGLFAM,Residential Less Than 10 Acres,27597
1795564773,0.21230383,356023,0.21,346286,60000,406286,2260,3216 ROYAL DEESIDE CT,ZEBULON,LITTLE RIVER,2012,SINGLFAM,Residential Less Than 10 Acres,27597
0656633687,0.17534078,356304,0.18,300780,85000,385780,2204,735 SYCAMORE SPRINGS DR,FUQUAY-VARINA,MIDDLE CREEK,2008,SINGLFAM,Residential Less Than 10 Acres,27526
0784715468,0.03844693,356418,0.04,264130,90000,354130,1444,4718 ALTHA ST,RALEIGH,Raleigh,2007,SINGLFAM,Residential Less Than 10 Acres,27606
0724991477,0.13833113,356562,0.14,476373,185000,661373,3010,442 GOLDEN HARVEST LOOP,CARY,WHITE OAK,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0667374385,0.1433489,356615,0.14,269157,90000,359157,1554,2041 FAWN MEADOW WAY,FUQUAY-VARINA,MIDDLE CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27526
0667376233,0.13790037,356622,0.14,297605,90000,387605,1688,2034 FAWN MEADOW WAY,FUQUAY-VARINA,MIDDLE CREEK,2009,SINGLFAM,Residential Less Than 10 Acres,27526
0669551711,0.10053489,356691,0.1,388282,93500,481782,1859,104 AMBERGLEN LN,HOLLY SPRINGS,Middle Creek,2007,SINGLFAM,Residential Less Than 10 Acres,27540
0669556811,0.15751393,356717,0.16,436808,93500,530308,2207,200 MARSH LANDING DR,HOLLY SPRINGS,MIDDLE CREEK,2008,SINGLFAM,Residential Less Than 10 Acres,27540
0745568208,0.17694669,356850,0.18,557014,180000,737014,3432,108 SAND DOLLAR RD,CARY,CEDAR FORK,2009,SINGLFAM,Residential Less Than 10 Acres,27519
1794846333,0.76153881,357030,0.83,327668,85000,412668,2518,9212 ASHTON GLEN DR,,Little River,2007,SINGLFAM,Residential Less Than 10 Acres,27597
1794747928,0.69171775,357054,0.69,343053,85000,428053,2513,1109 AGIO CT,,LITTLE RIVER,2017,SINGLFAM,Residential Less Than 10 Acres,27597
1722066151,0.03163298,357131,0.03,189350,55000,244350,1314,2401 SAVIOR ST,RALEIGH,St. Mary's,2009,SINGLFAM,Residential Less Than 10 Acres,27610
1722065054,0.02740704,357132,0.03,189350,55000,244350,1314,2501 BENEVOLENCE DR,RALEIGH,St. Mary's,2010,SINGLFAM,Residential Less Than 10 Acres,27610
1722066050,0.02740706,357138,0.03,189350,55000,244350,1314,2513 BENEVOLENCE DR,RALEIGH,St. Mary's,2010,SINGLFAM,Residential Less Than 10 Acres,27610
1758746132,0.2621732,357246,0.26,326389,75000,401389,2170,710 BANN RIVER CT,ROLESVILLE,WAKE FOREST,2009,SINGLFAM,Residential Less Than 10 Acres,27571
1758736913,0.148533,357249,0.15,298034,75000,373034,2001,724 SHEFFORD TOWN DR,ROLESVILLE,WAKE FOREST,2007,SINGLFAM,Residential Less Than 10 Acres,27571
1850130888,0.31356696,357343,0.32,485215,120000,605215,2874,1525 GRACIE GIRL WAY,WAKE FOREST,Wake Forest,2009,SINGLFAM,Residential Less Than 10 Acres,27587
1779587831,1.91052329,357584,1.91,473964,165000,638964,3376,6824 BARHAM HOLLOW DR,,WAKE FOREST,2016,SINGLFAM,Residential Less Than 10 Acres,27587
1755316587,0.23949807,357666,0.24,459094,85000,544094,3944,203 KNOLLCREST LN,KNIGHTDALE,St. Matthew's,2011,SINGLFAM,Residential Less Than 10 Acres,27545
1830948667,0.29468719,357906,0.3,371187,100000,471187,2620,1500 BOLUS CT,WAKE FOREST,Wake Forest,2010,SINGLFAM,Residential Less Than 10 Acres,27587
1759832443,0.31535049,358079,0.31,424944,110000,534944,3053,435 GRANITE CREEK DR,ROLESVILLE,Wake Forest,2012,SINGLFAM,Residential Less Than 10 Acres,27571
1738228843,0.05634658,358248,0.06,247031,65000,312031,1624,8856 THORNTON GARDEN LN,RALEIGH,NEUSE,2007,SINGLFAM,Residential Less Than 10 Acres,27616
1727008828,0.03086126,358273,0.03,217648,70000,287648,1344,2954 BERKELEY SPRINGS PL,RALEIGH,Neuse,2011,SINGLFAM,Residential Less Than 10 Acres,27616
1727103683,0.02992408,358321,0.03,217648,70000,287648,1344,6708 MORGANTOWN ST,RALEIGH,NEUSE,2011,SINGLFAM,Residential Less Than 10 Acres,27616
0679908881,0.27638407,358466,0.28,527876,140000,667876,3027,4325 BRIGHTON RIDGE DR,FUQUAY-VARINA,Middle Creek,2008,SINGLFAM,Residential Less Than 10 Acres,27539
0656928485,0.13898825,358658,0.14,347269,90000,437269,2656,211 E QUAILWOOD DR,FUQUAY-VARINA,MIDDLE CREEK,2007,SINGLFAM,Residential Less Than 10 Acres,27526
0659195174,0.12568787,358777,0.13,343334,120000,463334,2090,512 GOOSEBERRY DR,HOLLY SPRINGS,Holly Springs,2007,SINGLFAM,Residential Less Than 10 Acres,27540
0733477221,0.17394758,358822,0.17,454885,190000,644885,2576,343 EUPHORIA CIR,CARY,WHITE OAK,2007,SINGLFAM,Residential Less Than 10 Acres,27519
0678997200,0.3795269,358940,0.38,491831,140000,631831,2694,2517 THURROCK DR,FUQUAY-VARINA,MIDDLE CREEK,2008,SINGLFAM,Residential Less Than 10 Acres,27539
0751193853,0.05924577,358971,0.06,273958,100000,373958,1406,122 TOBACCO LEAF LN,APEX,WHITE OAK,2007,SINGLFAM,Residential Less Than 10 Acres,27502
0676430705,0.26980823,359146,0.27,320102,120000,440102,1762,720 SHOALS LAKE DR,FUQUAY-VARINA,MIDDLE CREEK,2011,SINGLFAM,Residential Less Than 10 Acres,27526
