PIN_NUM,Permit Type Mapped,Work Class,Proposed Work Description,Applied Date,Issued Date,Estimated Project Cost,CO Issued Date,Month Issued,Year Issued,Current Status,Permit Number
1714098397,Building,Addition,REPLACE EXPIRED PERMIT BLDR-005930-2022 Addition of a one-story bedroom and bath on the rear of the,9/18/2023,1/11/2024,47780,,1,2024,Complete,BLDR-046697-2023
1714094527,Building,Alterations/repairs,RENOVATION TO EXISTING HOUSE,11/12/2015,12/3/2015,152380,42494.46941,12,2015,INACTIVE (INSPECTIONS COMPLETED),126777
1714094527,Building,Other,WOOD DECK WITH STAIRS,11/12/2015,12/3/2015,4062,,12,2015,INACTIVE (INSPECTIONS COMPLETED),126775
1714094527,Building,Alterations/repairs,ADD DORMER TO BACK OF HOUSE AND REPAIR STAIRS,4/17/2000,4/17/2000,20000,36725.70623,4,2000,INACTIVE (INSPECTIONS COMPLETED),000729
1714094527,Building,Addition,2 STORY ADDITION,11/5/2015,12/3/2015,0,42341,12,2015,Complete,126670
1714093508,Demolition,Demolish,DEMOLISH SFD,12/4/2015,12/8/2015,4000,,12,2015,INACTIVE (INSPECTIONS COMPLETED),127340
1714093508,Building,New Single Family Dwelling,SFD,3/21/2016,4/21/2016,0,42481,4,2016,Complete,129736
1714091251,Building,Other,12 X 16 DECK,2/11/2008,2/11/2008,2700,,2,2008,INACTIVE (INSPECTIONS COMPLETED),072961
1714091251,Demolition,Demolish,DEMO,9/12/2007,9/12/2007,3900,,9,2007,INACTIVE (INSPECTIONS COMPLETED),069914
1714091251,Building,New Building,SFD,9/26/2007,10/8/2007,225000,39469.89715,10,2007,INACTIVE (INSPECTIONS COMPLETED),070259
1714090538,Building,Addition,1 STORY ADDITION & UPGRADE ELECTRICAL SERVICE,2/9/2006,2/9/2006,60000,38946.53778,2,2006,INACTIVE (INSPECTIONS COMPLETED),053827
1714085539,Building,Other,DECK,11/19/2009,11/19/2009,1600,,11,2009,INACTIVE (INSPECTIONS COMPLETED),083771
1714066507,Building,New Building,TOWNHOME LOT # 32,8/1/2012,10/3/2012,115000,41400.50289,10,2012,INACTIVE (INSPECTIONS COMPLETED),100978
1714060379,Building,Other,10 X 14 DECK W/STEPS,4/25/2013,4/26/2013,2000,,4,2013,INACTIVE (INSPECTIONS COMPLETED),106259
1714060379,Building,Photovoltaic (Solar Panel),Residential Solar PV Array installation system size 5.44   KWDC,7/16/2020,,0,,,,Complete,BLDR-028517-2020
1714052962,Building,Other,CARPORT,5/10/2004,5/10/2004,15694,,5,2004,INACTIVE (INSPECTIONS COMPLETED),036684
1714052962,Building,Addition,2 STORY ADDITION,5/7/2004,5/10/2004,143960,38404.57148,5,2004,INACTIVE (INSPECTIONS COMPLETED),036648
1714051869,Building,Other,COVERED PATIO,2/5/2013,2/7/2013,5000,,2,2013,INACTIVE (INSPECTIONS COMPLETED),104368
1714051869,Building,Addition,ATTACHED GARAGE/PATIO,2/5/2013,2/7/2013,45000,41422.50931,2,2013,INACTIVE (INSPECTIONS COMPLETED),104367
1714051869,Building,New Building,SFD,7/27/2004,8/19/2004,160350,38442.60515,8,2004,INACTIVE (INSPECTIONS COMPLETED),039006
1714051052,Building,Addition,2 ND FLOOR ADDITION 914 SQ FT,4/28/2014,5/8/2014,162215,42256.49281,5,2014,INACTIVE (INSPECTIONS COMPLETED),113678
1714051052,Building,Addition,ADDITION,8/8/2002,8/8/2002,19000,39280.48929,8,2002,INACTIVE (INSPECTIONS COMPLETED),021542
1714051052,Building,Alterations/repairs,CONVERT DUPLEX IN SFD,8/8/2002,8/8/2002,3000,39275.50266,8,2002,INACTIVE (INSPECTIONS COMPLETED),021540
1714038643,Building,New Single Family Dwelling,new sfd. infill letters submitted w/ application  demo 4807-2019,9/4/2019,3/11/2020,532649.7,,3,2020,Complete,BLDR-011905-2019
1714033917,Building,Addition,"ADD 2ND STORY ADDITION, ELEC. WORK DONE IN KITCHEN",2/25/2010,2/25/2010,141000,40392.49718,2,2010,INACTIVE (INSPECTIONS COMPLETED),085059
1714033917,Building,Alteration/Repairs,16'X20' SCREEN PORCH REAR OF HOME ON EXTG CNCT,6/14/2019,8/28/2019,21000,,8,2019,Complete,158533
1714027969,Building,New Building,SFD,2/28/2007,3/21/2007,260000,39525.84067,3,2007,INACTIVE (INSPECTIONS COMPLETED),064273
1714027969,Demolition,Demolish,DEMOLISH EXISTING HOUSE,12/1/2006,12/1/2006,3300,,12,2006,INACTIVE (INSPECTIONS COMPLETED),061996
1714022040,Building,New Single Family Dwelling,OAKWOOD TOWNHOMES TYPICAL #512871,3/5/2018,5/10/2018,215739,43230,5,2018,Complete,147318
1713990955,Building,Alteration/Repairs,REPAIR WATER DAMAGE,12/12/2018,12/12/2018,0,,12,2018,Issued,154390
1713955362,Building,Addition,ADDITION OF MASTER BATHROOM ON EXISTING UN-PERMITTED FOUNDATION (FOUNDATION VALIDTED BY ENGINEER. CO,2/5/2020,5/1/2020,7081.47,,5,2020,Complete,BLDR-004925-2020
1713927324,Building,Alterations/repairs,INSTALL SHOWER IN EXISTING BATH,3/23/2010,3/23/2010,500,40287.59204,3,2010,INACTIVE (INSPECTIONS COMPLETED),085441
1713899502,Building,Alterations/repairs,REPAIR FIRE DAMAGE,2/20/2004,3/3/2004,4000,38114.48993,3,2004,INACTIVE (INSPECTIONS COMPLETED),034390
1713899502,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,2/20/2004,2/20/2004,0,38114.48993,2,2004,INACTIVE (INSPECTIONS COMPLETED),034387
1713854447,Building,Alterations/repairs,KITCHEN RENOVATIONS,10/24/2012,12/3/2012,8850,,12,2012,INACTIVE (INSPECTIONS COMPLETED),102604
1713854447,Building,Alteration/Repairs,"Replace Expired Permit:102604:NEW SHINGLES, GUTTER",7/8/2015,7/8/2015,0,42193,7,2015,Complete,123496
1713804659,Building,Other,COVER  EXISTING DECK,6/14/2012,6/14/2012,600,,6,2012,INACTIVE (INSPECTIONS COMPLETED),100023
1713804659,Building,New Building,SFD/CHANGE IN HOUSE PLANS,2/19/2002,4/10/2002,99000,37461.4795,4,2002,INACTIVE (INSPECTIONS COMPLETED),016859
1713766693,Building,Addition,DETACHED GARAGE,5/1/2019,,23075,,,,In Review,157489
1713766693,Building,Addition,DINING ROOM ADDITION,5/1/2019,,12409,,,,In Review,157488
1713766693,Building,Alteration/Repairs,"Adding 18"" X 8"" to the kitchen rear",10/24/2024,,360000,,,,Submitted - Online,BLDR-052631-2024
1713766693,Building,Addition,"Extending the Kitchen 18 x 8.
General lighting and outlet placement.",11/7/2024,,36000,,,,Submitted - Online,BLDR-055054-2024
1713766693,Building,Addition,"ADDITION: Extending out the kitchen adding 144 new heated square feet.

Extending the Kitchen 18 x 8",11/7/2024,3/19/2025,20278.08,,3,2025,Issued,BLDR-055053-2024
1713730822,Building,Alteration/Repairs,"Add bathroom and laundry room to existing building foot print, upgrade electical service to 200a, ne",9/23/2024,11/15/2024,83083.8,,11,2024,Complete,BLDR-047410-2024
1713730822,Building,Addition,new bathroom in existing foot print of house. storage area converted to bathroom space. new electric,9/25/2024,,56500,,,,Submitted - Online,BLDR-048020-2024
1713709945,Building,New Building,SFD,12/31/2003,2/10/2004,44000,38322.85688,2,2004,INACTIVE (INSPECTIONS COMPLETED),033382
1713706108,Building,New Building,SFD,10/3/2003,10/6/2003,110500,38075.69282,10,2003,INACTIVE (INSPECTIONS COMPLETED),031336
1713705251,Building,New Building,SFD,10/6/2003,10/7/2003,96500,38075.69235,10,2003,INACTIVE (INSPECTIONS COMPLETED),031353
1713705251,Building,Alteration/Repairs,PV SOLAR ARRAY 7.80 KW PV ROOF MOUNTED,5/2/2018,5/8/2018,0,43228,5,2018,Complete,148787
1713705082,Building,New Building,SFD,10/3/2003,10/6/2003,110500,38330.59606,10,2003,INACTIVE (INSPECTIONS COMPLETED),031306
1713704228,Building,New Building,SFD,10/14/2003,10/20/2003,90000,38310.60422,10,2003,INACTIVE (INSPECTIONS COMPLETED),031581
1713677342,Building,Alteration/Repairs,DECK,8/15/2018,8/17/2018,0,,8,2018,Complete,151569
1713675615,Building,Other,FRONT PORCH,6/11/2008,6/11/2008,5800,,6,2008,INACTIVE (INSPECTIONS COMPLETED),075910
1713675615,Building,Alterations/repairs,CITY OF RALEIGH REHAB,2/27/2008,2/27/2008,43075,39605.66644,2,2008,INACTIVE (INSPECTIONS COMPLETED),073301
1713672320,Building,Alterations/repairs,FREE STANDING CARPORT,10/26/2011,10/26/2011,6533,,10,2011,INACTIVE (INSPECTIONS COMPLETED),095842
1713670101,Building,Alteration/Repairs,Remove section of non load bearing wall between the kitchen & living room. Fully bathroom remodeling,7/25/2024,8/21/2024,2675.58,,8,2024,Complete,BLDR-037175-2024
1713623987,Building,Alteration/Repairs,"In accordance with the engineer report, we will repair the foundation and crawlspace structure.",4/17/2025,5/15/2025,27000,,5,2025,Expired-Closed,BLDR-017146-2025
1713596110,Building,Alterations/repairs,FLOORING & INSULATION BONUS ROOM,5/22/2006,5/22/2006,12000,,5,2006,INACTIVE (INSPECTIONS COMPLETED),056881
1713596110,Building,Alteration/Repairs,roof repair,12/15/2020,1/8/2021,24400,,1,2021,Complete,BLDR-051549-2020
1713562776,Building,Addition,"ADDITION-
Addition to consist of  a new Master Bathroom and Master Closet.  

MIN BUILDING-
New Rear",6/12/2023,10/23/2024,16942.96,,10,2024,Issued,BLDR-029012-2023
1713553045,Building,Alteration/Repairs,"Community Development Rehab: Interior painting, cabinets, plumbing upgrade, electrical upgrade, chan",10/4/2022,10/7/2022,92079.93,,10,2022,Complete,BLDR-050474-2022
1713531805,Building,New Building,SFD,10/14/2004,10/18/2004,86500,38408.57782,10,2004,INACTIVE (INSPECTIONS COMPLETED),041214
1713531761,Building,New Building,SFD,10/8/2004,10/8/2004,74500,38414.61184,10,2004,INACTIVE (INSPECTIONS COMPLETED),041072
1713530657,Building,New Building,SFD,12/22/2004,1/4/2005,86500,38524.57172,1,2005,INACTIVE (INSPECTIONS COMPLETED),043049
1713478716,Building,Alterations/repairs,INTERIOR REMODEL,6/23/2015,6/23/2015,58000,42237.52344,6,2015,INACTIVE (INSPECTIONS COMPLETED),123114
1713449059,Building,New Building,SFD,4/2/2004,4/7/2004,71500,38301.57911,4,2004,INACTIVE (INSPECTIONS COMPLETED),035584
1713439544,Building,New Building,SFD,1/6/2005,2/22/2005,74500,38593.51907,2,2005,INACTIVE (INSPECTIONS COMPLETED),043335
1713438666,Building,New Building,SFD,1/6/2005,2/22/2005,74500,38593.51734,2,2005,INACTIVE (INSPECTIONS COMPLETED),043336
1713438599,Building,Alterations/repairs,ROOF MOUNTED SOLAR INSTALLTION,1/9/2017,2/2/2017,14000,42786.55028,2,2017,INACTIVE (INSPECTIONS COMPLETED),137031
1713438599,Building,Alterations/repairs,FINISH BONUS ROOM,5/10/2013,5/10/2013,2200,41470.50503,5,2013,INACTIVE (INSPECTIONS COMPLETED),106611
1713438599,Building,New Building,SFD,12/22/2004,1/4/2005,86500,38519.54853,1,2005,INACTIVE (INSPECTIONS COMPLETED),043042
1713437582,Building,NON-CONSTRUCTION INSPECTION,Supportive,4/11/2016,4/11/2016,0,,4,2016,INACTIVE (INSPECTIONS COMPLETED),130385
1713378237,Building,New Single Family Dwelling,"New Single Family Dwelling
Tanita Toliver Lot 215
Crawl
Includes rear screen porch and deck",8/25/2022,8/8/2023,262868.76,,8,2023,Complete,BLDR-044019-2022
1713299373,Demolition,Demolition [Residential],DEMO 576,6/1/2017,6/1/2017,0,,6,2017,Complete,140737
1713299373,Building,Alterations/repairs,RENOVATION,3/17/2017,3/17/2017,9000,,3,2017,INACTIVE (INSPECTIONS COMPLETED),138932
1713299373,Building,New Residential Dwelling,"New Single Family Dwelling   ALTERATION TO CREATE SECOND STORY LOFT UNDER BLDR-054957-2025
17 St Aug",11/22/2022,4/20/2023,91795.44,,4,2023,Issued,BLDR-058854-2022
1713299373,Building,New Residential Dwelling,2 story 1 bed 1 bath barndominum style home,11/11/2025,,160000,,,,Submitted - Online,BLDR-051511-2025
1713299373,Building,Alteration/Repairs,Create second floor loft with exterior entry  NEW SINGLE FAMILY UNDER BLDR-058854-2022,12/8/2025,12/18/2025,43464.4,,12,2025,Issued,BLDR-054957-2025
1713289443,Building,Alteration/Repairs,INTERIOR RENOVATION,7/2/2018,9/6/2018,63262,43349,9,2018,Complete,150451
1713284407,Building,Alterations/repairs,INTERIOR RENOVATIONS,2/24/2014,2/24/2014,25000,41877.5203,2,2014,INACTIVE (INSPECTIONS COMPLETED),112397
1713281057,Building,Alterations/repairs,INTERIOR RENOVATION,3/6/2019,,62095,,,,DETAIL REVIEW COMPLETED,156211
1713281057,Building,Addition,2ND STORY ADDITION & RENOVATION TO EXISTING HOUSE,3/6/2019,8/22/2019,142400.73,,8,2019,Complete,156210
1713278097,Demolition,Demolish,DEMO,7/11/2016,7/12/2016,5000,,7,2016,INACTIVE (INSPECTIONS COMPLETED),132741
1713278097,Building,New Building,SFD,8/29/2016,10/28/2016,158465,42929.49194,10,2016,INACTIVE (INSPECTIONS COMPLETED),134093
1713278097,Building,Other,MOVEHOUSE FROM  1420 LAKE DAM RD TO 403 BART ST,6/15/2001,6/29/2001,4500,,6,2001,INACTIVE (INSPECTIONS COMPLETED),011351
1713276597,Building,Addition,"ADD 2ND STORY, DECK AND COVERED PORCH",1/27/2009,1/28/2009,75000,39934.75404,1,2009,INACTIVE (INSPECTIONS COMPLETED),079348
1713260431,Building,New Residential Dwelling,"New Single Family Dwelling
Custom Dwelling
E. Lenoir, Lot 1
Crawl Space Foundation
Covered Patio
Ver",12/29/2023,4/8/2024,200106.69,,4,2024,Complete,BLDR-062226-2023
1713240704,Building,Photovoltaic (Solar Panel),"RESIDENTIAL SOLAR PV ARRAY INSTALLATION, SYSTEM SIZE: 5.525 KWDC",8/24/2020,,0,,,,Complete,BLDR-034528-2020
1713240704,Building,Alteration/Repairs,REM. INT. W/ 100-200 AMP-TEMP POLE- BEAM TO KIT,11/29/2017,11/30/2017,7156,43069,11,2017,Complete,145168
1713240704,Building,Addition,ADDITION TO EXTEND BEDROOM/BATHROOM,11/21/2017,12/6/2017,23854,43075,12,2017,Complete,145059
1713177556,Building,Addition,"REMODEL EXISTING 1ST FLOOR. NEW HVAC/PLUM/ELECTRIC/REPAIR DAMAGE ADD SECOND STORY. NO CURB CUT, NO R",9/1/2020,,95035.38,,,,Complete,BLDR-035949-2020
1713164562,Building,New Building,SFD,1/19/2018,4/11/2018,175378,43383.49608,4,2018,INACTIVE (INSPECTIONS COMPLETED),146197
1713164562,Demolition,Demolish,DEMO,2/1/2018,2/1/2018,6000,,2,2018,INACTIVE (INSPECTIONS COMPLETED),146541
1713148123,Building,New Building,SFD,8/31/2011,10/5/2011,124800,41120.50984,10,2011,INACTIVE (INSPECTIONS COMPLETED),094847
1713143093,Building,New Building,RELOCATE HOUSE TO LOT,9/10/2010,9/10/2010,70000,40535.77287,9,2010,INACTIVE (INSPECTIONS COMPLETED),088541
1713143093,Building,Photovoltaic (Solar Panel),Installation of solar panels on existing residential roof. 5.61 kW,9/4/2020,,0,,,,Complete,BLDR-036552-2020
1713098752,Building,New Building,SFD,3/6/2013,5/1/2013,121800,41527.59942,5,2013,INACTIVE (INSPECTIONS COMPLETED),105065
1713098697,Building,New Building,SFD,7/6/2012,7/17/2012,139300,41344.53037,7,2012,INACTIVE (INSPECTIONS COMPLETED),100437
1713098697,Demolition,Demolish,DEMOLITION,7/23/2008,8/4/2008,3000,,8,2008,INACTIVE (INSPECTIONS COMPLETED),076827
1713098697,Building,Alterations/repairs,REPAIR FIRE DAMAGE,3/26/2008,,50000,,,,DETAIL REVIEW COMPLETED,073873
1713098697,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,3/25/2008,3/25/2008,0,,3,2008,ACTIVE  (ISSUED),073869
1713076650,Building,New Single Family Dwelling,SFD,12/21/2017,3/23/2018,109826,43182.16667,3,2018,Complete,145699
1713076650,Demolition,Demolish,DEMOLITION,5/7/2009,5/7/2009,6150,,5,2009,INACTIVE (INSPECTIONS COMPLETED),080767
1713072885,Building,Alterations/repairs,INTERIOR RENOVATION ON ENTIRE HOUSE,9/13/2005,9/13/2005,139000,38736.6362,9,2005,INACTIVE (INSPECTIONS COMPLETED),050352
1713072013,Building,Alterations/repairs,INTERIOR RENOVATION,4/24/2015,4/24/2015,25250,42240.50376,4,2015,INACTIVE (INSPECTIONS COMPLETED),121461
1713072013,Building,Deck/Porch,Use same foot print of existing deck.  Removed damaged deck and build a screen porch in same foot pr,9/18/2023,10/9/2023,34760,,10,2023,Complete,BLDR-046757-2023
1713070988,Building,Other,12 X 16 DECK,12/9/2009,12/28/2009,2400,,12,2009,INACTIVE (INSPECTIONS COMPLETED),083953
1713070988,Building,Alterations/repairs,INTERIOR RENOVATIONS,10/26/2009,10/26/2009,80000,40245.52544,10,2009,INACTIVE (INSPECTIONS COMPLETED),083394
1713070988,Building,Alterations/repairs,REMODEL...INTERIOR ALTERATIONS,12/26/2008,12/26/2008,8000,,12,2008,INACTIVE (INSPECTIONS COMPLETED),079078
1713008320,Building,Alterations/repairs,INSULATION,12/27/2001,12/27/2001,9000,37329.59828,12,2001,INACTIVE (INSPECTIONS COMPLETED),015741
1712949978,Building,New Building,SFD,12/19/2014,1/14/2015,243175,42123.51686,1,2015,INACTIVE (INSPECTIONS COMPLETED),118845
1712892488,Building,New Building,SFD,5/22/2002,5/23/2002,75000,37582.77229,5,2002,INACTIVE (INSPECTIONS COMPLETED),019495
1712891103,Building,New Building,SFD,10/4/2001,10/10/2001,89500,37314.60163,10,2001,INACTIVE (INSPECTIONS COMPLETED),014153
1712870781,Building,New Building,SFD,4/3/2001,4/26/2001,100000,37123.6583,4,2001,INACTIVE (INSPECTIONS COMPLETED),009566
1712870681,Building,New Building,SFD,9/1/2000,9/11/2000,95000,36980.65928,9,2000,INACTIVE (INSPECTIONS COMPLETED),004253
1712844732,Building,New Building,SFD,9/5/2002,9/25/2002,89954,37651.66084,9,2002,INACTIVE (INSPECTIONS COMPLETED),022150
1712843381,Building,New Building,SFD,11/30/2004,12/15/2004,109657,38467.54483,12,2004,INACTIVE (INSPECTIONS COMPLETED),042530
1712798317,Building,New Building,SFD,5/30/2003,6/2/2003,84500,38132.52119,6,2003,INACTIVE (INSPECTIONS COMPLETED),028139
1712797916,Building,New Building,SFD,6/17/2004,7/9/2004,103920,38397.83053,7,2004,INACTIVE (INSPECTIONS COMPLETED),037945
1712797834,Building,New Building,SFD,12/20/2002,12/31/2002,78500,37763.66411,12,2002,INACTIVE (INSPECTIONS COMPLETED),024666
1712796929,Building,New Building,SFD,6/17/2004,6/21/2004,89328,38540.78065,6,2004,INACTIVE (INSPECTIONS COMPLETED),037943
1712796732,Building,New Building,SFD,12/30/2002,12/31/2002,76500,37950.58995,12,2002,INACTIVE (INSPECTIONS COMPLETED),024817
1712795692,Building,New Building,SFD,9/25/2002,9/26/2002,89328,37673.76449,9,2002,INACTIVE (INSPECTIONS COMPLETED),022598
1712792763,Building,New Building,SFD,5/18/2004,5/21/2004,106560,38429.59887,5,2004,INACTIVE (INSPECTIONS COMPLETED),036869
1712792248,Building,New Building,SFD,11/21/2003,11/25/2003,85500,38187.55742,11,2003,INACTIVE (INSPECTIONS COMPLETED),032608
1712791502,Building,New Building,SFD,11/16/2004,11/22/2004,109488,38670.60714,11,2004,INACTIVE (INSPECTIONS COMPLETED),042168
1712788813,Building,New Building,SFD,3/28/2002,4/1/2002,97440,37461.47949,4,2002,INACTIVE (INSPECTIONS COMPLETED),017940
1712788515,Building,New Building,SFD,10/1/2001,10/5/2001,97440,37363.8259,10,2001,INACTIVE (INSPECTIONS COMPLETED),014029
1712788510,Building,New Building,SFD,10/24/2001,11/19/2001,112704,37398.51688,11,2001,INACTIVE (INSPECTIONS COMPLETED),014515
1712788228,Building,New Building,SFD,10/8/2001,11/19/2001,109392,37371.83352,11,2001,INACTIVE (INSPECTIONS COMPLETED),014199
1712778834,Building,New Building,SFD,1/25/2001,2/13/2001,110000,37027.82241,2,2001,INACTIVE (INSPECTIONS COMPLETED),007452
1712740450,Building,Alteration/Repairs,"Home was in a fire. Roof was damaged. Will repair roof, and gut interior of home. Treat for smoke da",9/10/2024,9/14/2024,136025.68,,9,2024,Complete,BLDR-045434-2024
1712740324,Building,Alteration/Repairs,ROOF /INTERIOR REPAIR,6/17/2019,6/17/2019,42191,,6,2019,Issued,158552
1712687582,Building,Alterations/repairs,REPLACE 14 SQUARES OF SHINGLES SIZE FOR SIZE,5/27/2015,5/29/2015,5132,42166.5001,5,2015,INACTIVE (INSPECTIONS COMPLETED),122444
1712672011,Building,NON-CONSTRUCTION INSPECTION,FIRE DAMAGE INSPECTION,9/22/2011,9/22/2011,0,40975.61017,9,2011,INACTIVE (INSPECTIONS COMPLETED),095222
1712672011,Building,Alterations/repairs,REPAIR FIRE DAMAGE,9/23/2011,11/14/2011,50000,40975.61017,11,2011,INACTIVE (INSPECTIONS COMPLETED),095267
1712659633,Building,Addition,FAMILY ROOM 288 SQ FT,4/19/2012,4/19/2012,29000,41124.58184,4,2012,INACTIVE (INSPECTIONS COMPLETED),098965
1712658368,Building,Alterations/repairs,RAMP,7/23/2007,7/23/2007,1500,,7,2007,INACTIVE (INSPECTIONS COMPLETED),068544
1712641519,Building,Alterations/repairs,COMMUNITY DEVELOPMENT GRANT WORK,3/3/2015,3/3/2015,47900,42108.61881,3,2015,INACTIVE (INSPECTIONS COMPLETED),120265
1712566462,Building,Alterations/repairs,"HANDICAP RAMP, LANDING",3/23/2011,3/23/2011,1000,,3,2011,INACTIVE (INSPECTIONS COMPLETED),091398
1712559249,Building,Addition,DECK ADDITION,6/4/2008,6/4/2008,2161,,6,2008,INACTIVE (INSPECTIONS COMPLETED),075743
1712559249,Building,New Building,SFD,7/14/2000,9/6/2000,80000,36920.7948,9,2000,INACTIVE (INSPECTIONS COMPLETED),003040
1712554235,Building,NON-CONSTRUCTION INSPECTION,Supportive,7/23/2014,7/23/2014,0,,7,2014,ACTIVE  (ISSUED),115697
1712549474,Building,Alteration/Repairs,Pinam will sister the (27) damaged joists located in the left joist bay starting at the front perime,11/28/2023,12/6/2023,32365,,12,2023,Complete,BLDR-058093-2023
1712532437,Building,Photovoltaic (Solar Panel),addition of solar panels to roof,11/22/2021,12/2/2021,26152,,12,2021,Complete,BLDR-056156-2021
1712523159,Building,New Single Family Dwelling,SFD,2/10/2016,2/17/2016,0,42417,2,2016,Complete,128695
1712520692,Building,New Building,SFD,3/14/2007,3/27/2007,117099,39273.49286,3,2007,INACTIVE (INSPECTIONS COMPLETED),064689
1712473462,Building,New Single Family Dwelling,NEW SFD,7/6/2018,1/18/2019,232597,,1,2019,Complete,150576
